Cliente|TempoUltimaCheg|TempoChegRelogio|TempoDoServico|TempoInicServRelogio|TempoClientFila|TempoFimServRelogio|TempoClientNoSistema|
293	|	35	|	35	|	6	|	35	|	0	|	41	|	6
294	|	15	|	50	|	2	|	50	|	0	|	52	|	2
295	|	45	|	95	|	14	|	95	|	0	|	109	|	14
296	|	15	|	110	|	6	|	110	|	0	|	116	|	6
297	|	15	|	125	|	10	|	125	|	0	|	135	|	10
298	|	15	|	140	|	6	|	140	|	0	|	146	|	6
299	|	5	|	145	|	2	|	146	|	1	|	148	|	3
300	|	5	|	150	|	2	|	150	|	0	|	152	|	2
301	|	45	|	195	|	6	|	195	|	0	|	201	|	6
302	|	25	|	220	|	10	|	220	|	0	|	230	|	10
303	|	25	|	245	|	14	|	245	|	0	|	259	|	14
304	|	25	|	270	|	14	|	270	|	0	|	284	|	14
305	|	5	|	275	|	14	|	284	|	9	|	298	|	23
306	|	5	|	280	|	6	|	298	|	18	|	304	|	24
307	|	45	|	325	|	10	|	325	|	0	|	335	|	10
308	|	25	|	350	|	10	|	350	|	0	|	360	|	10
309	|	5	|	355	|	6	|	360	|	5	|	366	|	11
310	|	5	|	360	|	14	|	366	|	6	|	380	|	20
311	|	45	|	405	|	2	|	405	|	0	|	407	|	2
312	|	5	|	410	|	6	|	410	|	0	|	416	|	6
313	|	35	|	445	|	14	|	445	|	0	|	459	|	14
314	|	35	|	480	|	14	|	480	|	0	|	494	|	14
315	|	25	|	505	|	6	|	505	|	0	|	511	|	6
316	|	45	|	550	|	2	|	550	|	0	|	552	|	2
317	|	25	|	575	|	6	|	575	|	0	|	581	|	6
