Cliente|TempoUltimaCheg|TempoChegRelogio|TempoDoServico|TempoInicServRelogio|TempoClientFila|TempoFimServRelogio|TempoClientNoSistema|
341	|	35	|	35	|	2	|	35	|	0	|	37	|	2
342	|	45	|	80	|	2	|	80	|	0	|	82	|	2
343	|	5	|	85	|	10	|	85	|	0	|	95	|	10
344	|	45	|	130	|	14	|	130	|	0	|	144	|	14
345	|	5	|	135	|	14	|	144	|	9	|	158	|	23
346	|	5	|	140	|	6	|	158	|	18	|	164	|	24
347	|	5	|	145	|	2	|	164	|	19	|	166	|	21
348	|	15	|	160	|	14	|	166	|	6	|	180	|	20
349	|	5	|	165	|	14	|	180	|	15	|	194	|	29
350	|	25	|	190	|	6	|	194	|	4	|	200	|	10
351	|	25	|	215	|	10	|	215	|	0	|	225	|	10
352	|	25	|	240	|	10	|	240	|	0	|	250	|	10
353	|	15	|	255	|	14	|	255	|	0	|	269	|	14
354	|	15	|	270	|	14	|	270	|	0	|	284	|	14
355	|	5	|	275	|	10	|	284	|	9	|	294	|	19
356	|	5	|	280	|	10	|	294	|	14	|	304	|	24
357	|	45	|	325	|	6	|	325	|	0	|	331	|	6
358	|	5	|	330	|	14	|	331	|	1	|	345	|	15
359	|	45	|	375	|	14	|	375	|	0	|	389	|	14
360	|	35	|	410	|	6	|	410	|	0	|	416	|	6
361	|	15	|	425	|	6	|	425	|	0	|	431	|	6
362	|	5	|	430	|	14	|	431	|	1	|	445	|	15
363	|	15	|	445	|	14	|	445	|	0	|	459	|	14
364	|	5	|	450	|	10	|	459	|	9	|	469	|	19
365	|	45	|	495	|	10	|	495	|	0	|	505	|	10
366	|	35	|	530	|	6	|	530	|	0	|	536	|	6
367	|	5	|	535	|	10	|	536	|	1	|	546	|	11
368	|	25	|	560	|	6	|	560	|	0	|	566	|	6
369	|	15	|	575	|	2	|	575	|	0	|	577	|	2
