Cliente|TempoUltimaCheg|TempoChegRelogio|TempoDoServico|TempoInicServRelogio|TempoClientFila|TempoFimServRelogio|TempoClientNoSistema|
359	|	5	|	5	|	14	|	5	|	0	|	19	|	14
360	|	45	|	50	|	14	|	50	|	0	|	64	|	14
361	|	35	|	85	|	14	|	85	|	0	|	99	|	14
362	|	15	|	100	|	6	|	100	|	0	|	106	|	6
363	|	45	|	145	|	2	|	145	|	0	|	147	|	2
364	|	15	|	160	|	10	|	160	|	0	|	170	|	10
365	|	15	|	175	|	10	|	175	|	0	|	185	|	10
366	|	15	|	190	|	10	|	190	|	0	|	200	|	10
367	|	45	|	235	|	6	|	235	|	0	|	241	|	6
368	|	35	|	270	|	6	|	270	|	0	|	276	|	6
369	|	15	|	285	|	6	|	285	|	0	|	291	|	6
370	|	25	|	310	|	10	|	310	|	0	|	320	|	10
371	|	25	|	335	|	6	|	335	|	0	|	341	|	6
372	|	45	|	380	|	6	|	380	|	0	|	386	|	6
373	|	35	|	415	|	2	|	415	|	0	|	417	|	2
374	|	15	|	430	|	10	|	430	|	0	|	440	|	10
375	|	15	|	445	|	10	|	445	|	0	|	455	|	10
376	|	25	|	470	|	6	|	470	|	0	|	476	|	6
377	|	5	|	475	|	14	|	476	|	1	|	490	|	15
378	|	15	|	490	|	2	|	490	|	0	|	492	|	2
379	|	15	|	505	|	10	|	505	|	0	|	515	|	10
380	|	15	|	520	|	14	|	520	|	0	|	534	|	14
381	|	25	|	545	|	10	|	545	|	0	|	555	|	10
382	|	35	|	580	|	14	|	580	|	0	|	594	|	14
383	|	5	|	585	|	10	|	594	|	9	|	0	|	0
384	|	5	|	590	|	0	|	0	|	11	|	0	|	0
