Cliente|TempoUltimaCheg|TempoChegRelogio|TempoDoServico|TempoInicServRelogio|TempoClientFila|TempoFimServRelogio|TempoClientNoSistema|
360	|	33	|	33	|	9	|	33	|	0	|	42	|	9
361	|	32	|	65	|	10	|	65	|	0	|	75	|	10
362	|	22	|	87	|	9	|	87	|	0	|	96	|	9
363	|	41	|	128	|	9	|	128	|	0	|	137	|	9
364	|	34	|	162	|	4	|	162	|	0	|	166	|	4
365	|	10	|	172	|	15	|	172	|	0	|	187	|	15
366	|	47	|	219	|	4	|	219	|	0	|	223	|	4
367	|	30	|	249	|	12	|	249	|	0	|	261	|	12
368	|	37	|	286	|	3	|	286	|	0	|	289	|	3
369	|	35	|	321	|	6	|	321	|	0	|	327	|	6
370	|	32	|	353	|	1	|	353	|	0	|	354	|	1
371	|	8	|	361	|	7	|	361	|	0	|	368	|	7
372	|	15	|	376	|	12	|	376	|	0	|	388	|	12
373	|	2	|	378	|	6	|	388	|	10	|	394	|	16
374	|	13	|	391	|	8	|	394	|	3	|	402	|	11
375	|	31	|	422	|	14	|	422	|	0	|	436	|	14
376	|	27	|	449	|	6	|	449	|	0	|	455	|	6
377	|	39	|	488	|	15	|	488	|	0	|	503	|	15
378	|	13	|	501	|	11	|	503	|	2	|	514	|	13
379	|	48	|	549	|	4	|	549	|	0	|	553	|	4
380	|	9	|	558	|	7	|	558	|	0	|	565	|	7
381	|	22	|	580	|	8	|	580	|	0	|	588	|	8
