Cliente|TempoUltimaCheg|TempoChegRelogio|TempoDoServico|TempoInicServRelogio|TempoClientFila|TempoFimServRelogio|TempoClientNoSistema|
405	|	35	|	35	|	10	|	35	|	0	|	45	|	10
406	|	15	|	50	|	10	|	50	|	0	|	60	|	10
407	|	5	|	55	|	14	|	60	|	5	|	74	|	19
408	|	5	|	60	|	6	|	74	|	14	|	80	|	20
409	|	15	|	75	|	2	|	80	|	5	|	82	|	7
410	|	45	|	120	|	2	|	120	|	0	|	122	|	2
411	|	45	|	165	|	14	|	165	|	0	|	179	|	14
412	|	5	|	170	|	10	|	179	|	9	|	189	|	19
413	|	25	|	195	|	2	|	195	|	0	|	197	|	2
414	|	45	|	240	|	14	|	240	|	0	|	254	|	14
415	|	25	|	265	|	14	|	265	|	0	|	279	|	14
416	|	45	|	310	|	2	|	310	|	0	|	312	|	2
417	|	35	|	345	|	14	|	345	|	0	|	359	|	14
418	|	35	|	380	|	10	|	380	|	0	|	390	|	10
419	|	25	|	405	|	14	|	405	|	0	|	419	|	14
420	|	5	|	410	|	2	|	419	|	9	|	421	|	11
421	|	35	|	445	|	6	|	445	|	0	|	451	|	6
422	|	35	|	480	|	14	|	480	|	0	|	494	|	14
423	|	45	|	525	|	2	|	525	|	0	|	527	|	2
424	|	45	|	570	|	14	|	570	|	0	|	584	|	14
425	|	15	|	585	|	10	|	585	|	0	|	595	|	10
