Cliente|TempoUltimaCheg|TempoChegRelogio|TempoDoServico|TempoInicServRelogio|TempoClientFila|TempoFimServRelogio|TempoClientNoSistema|
625	|	15	|	15	|	10	|	15	|	0	|	25	|	10
626	|	45	|	60	|	10	|	60	|	0	|	70	|	10
627	|	25	|	85	|	6	|	85	|	0	|	91	|	6
628	|	5	|	90	|	14	|	91	|	1	|	105	|	15
629	|	25	|	115	|	6	|	115	|	0	|	121	|	6
630	|	25	|	140	|	2	|	140	|	0	|	142	|	2
631	|	5	|	145	|	14	|	145	|	0	|	159	|	14
632	|	5	|	150	|	6	|	159	|	9	|	165	|	15
633	|	25	|	175	|	14	|	175	|	0	|	189	|	14
634	|	35	|	210	|	14	|	210	|	0	|	224	|	14
635	|	25	|	235	|	10	|	235	|	0	|	245	|	10
636	|	35	|	270	|	10	|	270	|	0	|	280	|	10
637	|	15	|	285	|	10	|	285	|	0	|	295	|	10
638	|	45	|	330	|	6	|	330	|	0	|	336	|	6
639	|	35	|	365	|	6	|	365	|	0	|	371	|	6
640	|	15	|	380	|	14	|	380	|	0	|	394	|	14
641	|	5	|	385	|	6	|	394	|	9	|	400	|	15
642	|	45	|	430	|	6	|	430	|	0	|	436	|	6
643	|	5	|	435	|	6	|	436	|	1	|	442	|	7
644	|	25	|	460	|	10	|	460	|	0	|	470	|	10
645	|	5	|	465	|	10	|	470	|	5	|	480	|	15
646	|	5	|	470	|	14	|	480	|	10	|	494	|	24
647	|	15	|	485	|	6	|	494	|	9	|	500	|	15
648	|	45	|	530	|	10	|	530	|	0	|	540	|	10
649	|	15	|	545	|	2	|	545	|	0	|	547	|	2
650	|	25	|	570	|	10	|	570	|	0	|	580	|	10
651	|	25	|	595	|	2	|	595	|	0	|	597	|	2
