Cliente|TempoUltimaCheg|TempoChegRelogio|TempoDoServico|TempoInicServRelogio|TempoClientFila|TempoFimServRelogio|TempoClientNoSistema|
104	|	25	|	25	|	14	|	25	|	0	|	39	|	14
105	|	35	|	60	|	14	|	60	|	0	|	74	|	14
106	|	25	|	85	|	2	|	85	|	0	|	87	|	2
107	|	25	|	110	|	6	|	110	|	0	|	116	|	6
108	|	35	|	145	|	14	|	145	|	0	|	159	|	14
109	|	35	|	180	|	14	|	180	|	0	|	194	|	14
110	|	5	|	185	|	14	|	194	|	9	|	208	|	23
111	|	15	|	200	|	10	|	208	|	8	|	218	|	18
112	|	5	|	205	|	14	|	218	|	13	|	232	|	27
113	|	45	|	250	|	6	|	250	|	0	|	256	|	6
114	|	35	|	285	|	14	|	285	|	0	|	299	|	14
115	|	25	|	310	|	14	|	310	|	0	|	324	|	14
116	|	15	|	325	|	6	|	325	|	0	|	331	|	6
117	|	25	|	350	|	2	|	350	|	0	|	352	|	2
118	|	35	|	385	|	14	|	385	|	0	|	399	|	14
119	|	5	|	390	|	2	|	399	|	9	|	401	|	11
120	|	5	|	395	|	6	|	401	|	6	|	407	|	12
121	|	15	|	410	|	6	|	410	|	0	|	416	|	6
122	|	35	|	445	|	2	|	445	|	0	|	447	|	2
123	|	35	|	480	|	14	|	480	|	0	|	494	|	14
124	|	25	|	505	|	10	|	505	|	0	|	515	|	10
125	|	35	|	540	|	10	|	540	|	0	|	550	|	10
126	|	15	|	555	|	14	|	555	|	0	|	569	|	14
127	|	15	|	570	|	2	|	570	|	0	|	572	|	2
128	|	5	|	575	|	10	|	575	|	0	|	585	|	10
129	|	15	|	590	|	6	|	590	|	0	|	596	|	6
